4.010000000000000000e+02,4.445930803188488767e+02
4.012996599319864117e+02,4.889944975799922418e+02
4.015993198639727666e+02,5.333945450288100574e+02
4.018989797959591783e+02,5.777932205035781408e+02
4.021986397279455900e+02,6.221905218509691622e+02
4.024982996599320018e+02,6.665864469260791338e+02
4.027979595919183566e+02,7.109809935924182582e+02
4.030976195239047684e+02,7.553741597218273682e+02
4.033972794558911801e+02,7.997659431944711059e+02
4.036969393878775918e+02,8.441563418988193916e+02
4.039965993198639467e+02,8.885453537315747781e+02
4.042962592518503584e+02,9.329329765977055331e+02
4.045959191838367701e+02,9.773192084103582147e+02
4.048955791158231818e+02,1.021704047090842437e+03
4.051952390478095367e+02,1.066087490568634621e+03
4.054948989797959484e+02,1.110469536781285569e+03
4.057945589117823602e+02,1.154850183674460595e+03
4.060942188437687719e+02,1.199229429201845278e+03
4.063938787757551268e+02,1.243607271325146030e+03
4.066935387077415385e+02,1.287983708014102149e+03
4.069931986397279502e+02,1.332358737246363035e+03
4.072928585717143619e+02,1.376732357007524342e+03
4.075925185037007168e+02,1.421104565291083873e+03
4.078921784356871285e+02,1.465475360098434521e+03
4.081918383676735402e+02,1.509844739438791976e+03
4.084914982996599520e+02,1.554212701329187439e+03
4.087911582316463068e+02,1.598579243794425111e+03
4.090908181636327186e+02,1.642944364867124477e+03
4.093904780956191303e+02,1.687308062587564109e+03
4.096901380276055420e+02,1.731670335003766695e+03
4.099897979595918969e+02,1.776031180171414917e+03
4.102894578915783086e+02,1.820390596153858041e+03
4.105891178235647203e+02,1.864748581022035069e+03
4.108887777555511320e+02,1.909105132854488602e+03
4.111884376875374869e+02,1.953460249737295044e+03
4.114880976195238986e+02,1.997813929764123486e+03
4.117877575515103103e+02,2.042166171036106789e+03
4.120874174834967221e+02,2.086516971661872503e+03
4.123870774154830769e+02,2.130866329757493531e+03
4.126867373474694887e+02,2.175214243446476758e+03
4.129863972794559004e+02,2.219560710859726441e+03
4.132860572114423121e+02,2.263905730135505110e+03
4.135857171434286670e+02,2.308249299419429008e+03
4.138853770754150787e+02,2.352591416864468101e+03
4.141850370074014904e+02,2.396932080630826476e+03
4.144846969393879021e+02,2.441271288885989634e+03
4.147843568713742570e+02,2.485609039804718577e+03
4.150840168033606687e+02,2.529945331568958863e+03
4.153836767353470805e+02,2.574280162367836056e+03
4.156833366673334922e+02,2.618613530397652085e+03
4.159829965993198471e+02,2.662945433861852052e+03
4.162826565313062588e+02,2.707275870970969208e+03
