5.510000000000000000e+02,9.304833670695369392e+02
5.512496499299860488e+02,9.667123158157510261e+02
5.514992998599719840e+02,1.002936289323220080e+03
5.517489497899580329e+02,1.039155294847440473e+03
5.519985997199439680e+02,1.075369339630699187e+03
5.522482496499300169e+02,1.111578430902301761e+03
5.524978995799159520e+02,1.147782575878369698e+03
5.527475495099020009e+02,1.183981781762063065e+03
5.529971994398879360e+02,1.220176055743506140e+03
5.532468493698739849e+02,1.256365404999838802e+03
5.534964992998599200e+02,1.292549836695290196e+03
5.537461492298459689e+02,1.328729357981132353e+03
5.539957991598320177e+02,1.364903975995757946e+03
5.542454490898179529e+02,1.401073697864678252e+03
5.544950990198040017e+02,1.437238530700615229e+03
5.547447489497899369e+02,1.473398481603455366e+03
5.549943988797759857e+02,1.509553557660327442e+03
5.552440488097619209e+02,1.545703765945584337e+03
5.554936987397479697e+02,1.581849113520932633e+03
5.557433486697339049e+02,1.617989607435277549e+03
5.559929985997199537e+02,1.654125254724972820e+03
5.562426485297058889e+02,1.690256062413648579e+03
5.564922984596919378e+02,1.726382037512437364e+03
5.567419483896779866e+02,1.762503187019805409e+03
5.569915983196639218e+02,1.798619517921684519e+03
5.572412482496499706e+02,1.834731037191525047e+03
5.574908981796359058e+02,1.870837751790247239e+03
5.577405481096219546e+02,1.906939668666374018e+03
5.579901980396078898e+02,1.943036794755882283e+03
5.582398479695939386e+02,1.979129136982456657e+03
5.584894978995798738e+02,2.015216702257316228e+03
5.587391478295659226e+02,2.051299497479393722e+03
5.589887977595518578e+02,2.087377529535236135e+03
5.592384476895379066e+02,2.123450805299140029e+03
5.594880976195239555e+02,2.159519331633128786e+03
5.597377475495098906e+02,2.195583115386925328e+03
5.599873974794959395e+02,2.231642163398132197e+03
5.602370474094818746e+02,2.267696482492094219e+03
5.604866973394679235e+02,2.303746079482008099e+03
5.607363472694538586e+02,2.339790961168970625e+03
5.609859971994399075e+02,2.375831134341921370e+03
5.612356471294258426e+02,2.411866605777758195e+03
5.614852970594118915e+02,2.447897382241330888e+03
5.617349469893978267e+02,2.483923470485400230e+03
5.619845969193838755e+02,2.519944877250838090e+03
5.622342468493699243e+02,2.555961609266431878e+03
5.624838967793558595e+02,2.591973673249071908e+03
5.627335467093419084e+02,2.627981075903758210e+03
5.629831966393278435e+02,2.663983823923538694e+03
5.632328465693138924e+02,2.699981923989653751e+03
5.634824964992998275e+02,2.735975382771442128e+03
5.637321464292858764e+02,2.771964206926493262e+03
5.639817963592718115e+02,2.807948403100524956e+03
5.642314462892578604e+02,2.843927977927595748e+03
5.644810962192437955e+02,2.879902938029951201e+03
5.647307461492298444e+02,2.915873290018159423e+03
5.649803960792158932e+02,2.951839040491091964e+03
5.652300460092018284e+02,2.987800196035951103e+03
5.654796959391878772e+02,3.023756763228355339e+03
5.657293458691738124e+02,3.059708748632247989e+03
5.659789957991598612e+02,3.095656158800046342e+03
5.662286457291457964e+02,3.131599000272585727e+03
5.664782956591318452e+02,3.167537279579181813e+03
5.667279455891177804e+02,3.203471003237636069e+03
5.669775955191038292e+02,3.239400177754277138e+03
5.672272454490897644e+02,3.275324809623960391e+03
5.674768953790758133e+02,3.311244905330176152e+03
5.677265453090618621e+02,3.347160471344900543e+03
5.679761952390477973e+02,3.383071514128821036e+03
5.682258451690338461e+02,3.418978040131262787e+03
5.684754950990197813e+02,3.454880055790169536e+03
5.687251450290058301e+02,3.490777567532230933e+03
5.689747949589917653e+02,3.526670581772821606e+03
5.692244448889778141e+02,3.562559104916128945e+03
5.694740948189637493e+02,3.598443143354997119e+03
5.697237447489497981e+02,3.634322703471179921e+03
5.699733946789357333e+02,3.670197791635164322e+03
5.702230446089217821e+02,3.706068414206350099e+03
5.704726945389078310e+02,3.741934577532956155e+03
5.707223444688937661e+02,3.777796287952075545e+03
5.709719943988798150e+02,3.813653551789814173e+03
5.712216443288657501e+02,3.849506375361093887e+03
5.714712942588517990e+02,3.885354764969914413e+03
5.717209441888377341e+02,3.921198726909177367e+03
5.719705941188237830e+02,3.957038267460882707e+03
5.722202440488097182e+02,3.992873392895957295e+03
5.724698939787957670e+02,4.028704109474486359e+03
5.727195439087817022e+02,4.064530423445595716e+03
5.729691938387677510e+02,4.100352341047551818e+03
5.732188437687537998e+02,4.136169868507697174e+03
5.734684936987397350e+02,4.171983012042578594e+03
5.737181436287257839e+02,4.207791777857906709e+03
5.739677935587117190e+02,4.243596172148597361e+03
5.742174434886977679e+02,4.279396201098777965e+03
5.744670934186837030e+02,4.315191870881868454e+03
5.747167433486697519e+02,4.350983187660519434e+03
5.749663932786556870e+02,4.386770157586661298e+03
5.752160432086417359e+02,4.422552786801637012e+03
5.754656931386276710e+02,4.458331081436010209e+03
5.757153430686137199e+02,4.494105047609833491e+03
5.759649929985997687e+02,4.529874691432440159e+03
5.762146429285857039e+02,4.565640019002636109e+03
5.764642928585717527e+02,4.601401036408652544e+03
5.767139427885576879e+02,4.637157749728156887e+03
5.769635927185437367e+02,4.672910165028348274e+03
5.772132426485296719e+02,4.708658288365846602e+03
5.774628925785157207e+02,4.744402125786914439e+03
5.777125425085016559e+02,4.780141683327246028e+03
5.779621924384877047e+02,4.815876967012177374e+03
5.782118423684736399e+02,4.851607982856614399e+03
5.784614922984596888e+02,4.887334736865090235e+03
5.787111422284457376e+02,4.923057235031768869e+03
5.789607921584316728e+02,4.958775483340456958e+03
5.792104420884177216e+02,4.994489487764701153e+03
5.794600920184036568e+02,5.030199254267682591e+03
5.797097419483897056e+02,5.065904788802380608e+03
