3.231499999999999773e+02,2.984669663037927239e+05
3.237002751375687808e+02,2.989555039554445539e+05
3.242505502751375275e+02,2.994439970787849161e+05
3.248008254127063310e+02,2.999324457882152637e+05
3.253511005502751345e+02,3.004208501981367590e+05
3.259013756878438812e+02,3.009092104229506222e+05
3.264516508254126848e+02,3.013975265770581900e+05
3.270019259629814883e+02,3.018857987748607993e+05
3.275522011005502350e+02,3.023740271307594376e+05
3.281024762381190385e+02,3.028622117591556744e+05
3.286527513756878420e+02,3.033503527744506137e+05
3.292030265132565887e+02,3.038384502910455340e+05
3.297533016508253922e+02,3.043265044233418303e+05
3.303035767883941958e+02,3.048145152857405483e+05
3.308538519259629425e+02,3.053024829926430248e+05
3.314041270635317460e+02,3.057904076584507129e+05
3.319544022011005495e+02,3.062782893975645420e+05
3.325046773386692962e+02,3.067661283243860235e+05
3.330549524762380997e+02,3.072539245533163776e+05
3.336052276138069033e+02,3.077416781987568829e+05
3.341555027513756500e+02,3.082293893751087016e+05
3.347057778889444535e+02,3.087170581967731705e+05
3.352560530265132570e+02,3.092046847781515098e+05
3.358063281640820037e+02,3.096922692336449982e+05
3.363566033016508072e+02,3.101798116776549723e+05
3.369068784392196108e+02,3.106673122245826526e+05
3.374571535767883574e+02,3.111547709888292593e+05
3.380074287143571610e+02,3.116421880847960711e+05
3.385577038519259645e+02,3.121295636268844246e+05
3.391079789894947112e+02,3.126168977294954238e+05
3.396582541270635147e+02,3.131041905070305220e+05
3.402085292646323182e+02,3.135914420738908229e+05
3.407588044022010649e+02,3.140786525444777799e+05
3.413090795397698685e+02,3.145658220331924385e+05
3.418593546773386720e+02,3.150529506544361357e+05
3.424096298149074187e+02,3.155400385226102080e+05
3.429599049524762222e+02,3.160270857521158759e+05
3.435101800900450257e+02,3.165140924573544180e+05
3.440604552276137724e+02,3.170010587527269963e+05
3.446107303651825760e+02,3.174879847526350641e+05
3.451610055027513795e+02,3.179748705714797252e+05
3.457112806403201262e+02,3.184617163236622582e+05
3.462615557778889297e+02,3.189485221235840581e+05
3.468118309154577332e+02,3.194352880856462289e+05
3.473621060530264799e+02,3.199220143242500490e+05
3.479123811905952834e+02,3.204087009537969134e+05
3.484626563281640870e+02,3.208953480886880425e+05
3.490129314657328337e+02,3.213819558433246566e+05
3.495632066033016372e+02,3.218685243321079761e+05
3.501134817408704407e+02,3.223550536694393377e+05
3.506637568784391874e+02,3.228415439697199035e+05
3.512140320160079909e+02,3.233279953473510686e+05
3.517643071535767376e+02,3.238144079167339951e+05
3.523145822911455411e+02,3.243007817922701361e+05
3.528648574287143447e+02,3.247871170883605373e+05
3.534151325662830914e+02,3.252734139194064774e+05
3.539654077038518949e+02,3.257596723998093512e+05
3.545156828414206984e+02,3.262458926439703209e+05
3.550659579789894451e+02,3.267320747662906651e+05
3.556162331165582486e+02,3.272182188811716624e+05
3.561665082541270522e+02,3.277043251030147658e+05
3.567167833916957989e+02,3.281903935462207883e+05
3.572670585292646024e+02,3.286764243251914158e+05
